index,token,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,pdm_score,valid,log_name,frame_type,start_time,endpoint_x,endpoint_y,start_point_x,start_point_y,two_frame_extended_comfort,weight,score
0,5f53001e7e2d5347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,2021.09.29.19.02.14_veh-28_02911_03005,0,1632945157.7996979,331569.2305350048,4689339.519867053,331601.721969442,4689330.118968012,1.0,1.0,1.0
1,ae472d675a965aca,1.0,0.0,0.5,1.0,0.5469513463330354,1.0,1.0,1.0,0.0,True,2021.09.16.13.53.10_veh-42_00180_00342,0,1631800680.899344,589257.3339309111,4474180.518620405,589242.0472052258,4474176.759019697,1.0,1.0,0.0
2,c054f473288d5515,0.0,0.0,0.0,1.0,0.8925084263253,0.0,1.0,1.0,0.0,True,2021.08.30.14.54.34_veh-40_00439_00835,0,1630335851.5005128,331389.2388413329,4690968.314378045,331410.0991830117,4690947.028148036,1.0,1.0,0.0
3,68097b10029d5fe1,0.5,0.0,0.0,1.0,0.8484188873029217,0.0,1.0,1.0,0.0,True,2021.08.30.14.54.34_veh-40_00439_00835,0,1630335851.000633,331392.34757954214,4690966.583723542,331413.13880491117,4690944.533311284,1.0,1.0,0.0
4,f14e7ed78b5d55b4,1.0,0.0,0.5,1.0,0.5807554081010688,0.0,1.0,1.0,0.0,True,2021.09.16.13.53.10_veh-42_00180_00342,0,1631800681.3990788,589259.7617601071,4474184.6897809245,589243.3815367504,4474177.106909354,1.0,1.0,0.0
5,4cac9f6cd85a5b47,1.0,0.0,1.0,1.0,0.93472305023139,1.0,1.0,1.0,0.0,True,2021.08.16.14.23.37_veh-45_00015_00132,0,1629124048.500084,588935.8851710806,4474950.463833707,588949.7255746338,4474914.198934419,1.0,1.0,0.0
6,3c542be991515ccd,1.0,1.0,0.5,1.0,0.8734668484124859,1.0,1.0,1.0,0.4774047943593725,True,2021.09.29.19.02.14_veh-28_02911_03005,0,1632945158.299608,331565.74300648505,4689341.712401037,331598.1846219732,4689330.576005744,1.0,1.0,0.48022919506445094
7,13310ca9a7715154,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,0,1631808551.2995698,587721.2282566709,4475561.71543818,587704.8190818963,4475545.223946949,1.0,1.0,0.0
8,2382542e05f253df,1.0,0.0,1.0,1.0,0.8283474030750246,1.0,1.0,1.0,0.0,True,2021.08.16.14.23.37_veh-45_00015_00132,0,1629124048.000377,588939.2272631987,4474941.861508887,588951.2628397987,4474910.0932001425,1.0,1.0,0.0
9,19e90f2757b25f38,1.0,1.0,1.0,1.0,0.7220205234794016,1.0,1.0,1.0,0.9007216155283577,True,2021.09.16.19.27.01_veh-45_01749_03230,0,1631822757.500365,587574.6627819072,4475579.468176437,587557.3135848412,4475585.698763372,1.0,1.0,0.913131413587313
10,ed3db88f99a05a6c,1.0,1.0,1.0,1.0,0.7775658275821241,1.0,1.0,1.0,0.920559224136473,True,2021.10.06.08.16.17_veh-52_01590_01725,0,1633509880.200006,365790.51252647024,143342.18317804506,365788.397083403,143372.78371830107,1.0,1.0,0.9304893211194138
11,f6b9867069845fd2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.09.16.19.27.01_veh-45_01749_03230,0,1631822758.0006928,587575.4708149681,4475578.926563197,587560.1601854337,4475584.715901437,1.0,1.0,1.0
12,f3ca2707d87a586b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.09.16.15.47.30_veh-45_01199_01391,0,1631808655.300696,588037.9732108607,4475713.900126131,588002.1710295947,4475681.135305075,1.0,1.0,1.0
13,0dc54a8c8203567b,1.0,1.0,1.0,1.0,0.7079788073007952,1.0,1.0,1.0,0.8957067168931412,True,2021.10.06.08.16.17_veh-52_01590_01725,0,1633509880.699771,365789.1439461948,143341.0445306309,365788.59545580763,143369.13966477392,1.0,1.0,0.9087433772814986
14,c1839a3333695317,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,0,1631808655.800463,588041.1882480562,4475715.118120992,588006.004414665,4475685.138716207,1.0,1.0,0.0
15,d01fec804cd45644,1.0,0.0,1.0,1.0,0.7542860379927873,1.0,0.0,1.0,0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,0,1631808550.799669,587719.5817955628,4475560.765240988,587702.9642111862,4475543.05686029,1.0,1.0,0.0
16,12499ddd90200ea9f,1.0,1.0,1.0,1.0,0.16773220508533013,1.0,1.0,1.0,0.7027615018161893,True,2021.10.06.08.16.17_veh-52_01590_01725,1,1633509884.699713,365788.3419462876,143348.33845166521,365788.5082674848,143350.9471373839,0.0,0.1111111111111111,0.6149163140891657
17,7a999e76f404c4956,1.0,0.0,1.0,1.0,0.8546666961218553,1.0,1.0,1.0,0.0,True,2021.09.29.19.02.14_veh-28_02911_03005,1,1632945161.7997289,331555.3037815546,4689356.405534848,331575.945779709,4689337.697199305,1.0,0.06666666666666667,0.0
18,8e653e8d9b170a7dd,1.0,1.0,0.0,1.0,0.9827328749184623,1.0,0.0,1.0,0.0,True,2021.08.16.14.23.37_veh-45_00015_00132,1,1629124052.499943,588921.709723792,4475001.235798171,588933.9477526493,4474959.013953136,1.0,1.6905616084913966e-165,0.0
