,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0,e9bb1dab462252e9,True,1.0,1.0,0.286954109370747,1.0,1.0,1.0,0.7028975455711445
1,0f206a62842b59b2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,586c5b66ad8158ee,True,1.0,1.0,0.23894965410100913,1.0,1.0,1.0,0.6828956892087538
3,c49e7550cee75722,True,0.0,1.0,0.0,1.0,1.0,1.0,0.0
4,0045af58281456a0,True,1.0,1.0,0.1441191060980543,1.0,1.0,1.0,0.6433829608741893
5,54ae4b189e79541b,True,1.0,1.0,0.22893905002893444,1.0,1.0,1.0,0.6787246041787226
6,6eac1c0e2bbd57bb,True,1.0,1.0,0.261195721085766,1.0,1.0,1.0,0.6921648837857358
7,392a50db492b536e,True,1.0,1.0,0.22745710397120006,1.0,0.0,1.0,0.511440459988
8,fd30ed65f94d51b2,True,1.0,1.0,0.23683451766173846,1.0,0.0,1.0,0.515347715692391
9,8781cde1032354cb,True,1.0,1.0,0.09060028724617075,1.0,1.0,1.0,0.6210834530192378
10,5ad18b7f7b2a52c7,True,1.0,1.0,0.1613159643645403,1.0,1.0,1.0,0.6505483184852251
11,c20652fc6a78529b,True,1.0,1.0,0.09145131527803131,1.0,1.0,1.0,0.621438048032513
12,b29689efa40f54e0,True,1.0,1.0,0.13159097082625573,1.0,1.0,1.0,0.6381629045109399
13,afa0bb26045b5981,True,1.0,1.0,0.24156473717366306,1.0,0.0,1.0,0.5173186404890263
14,6d72d039fb9a551b,True,1.0,1.0,0.13996285096870736,1.0,1.0,1.0,0.6416511879036281
15,1975d15fde2955ff,True,1.0,1.0,0.2095723162785632,1.0,1.0,1.0,0.6706551317827346
16,d792515ce4b257a4,True,1.0,1.0,0.24291551582999366,1.0,1.0,1.0,0.6845481315958306
17,b111bb8716b756d2,True,1.0,1.0,0.2549388530639679,1.0,0.0,1.0,0.5228911887766533
18,d80488b4e04c5e47,True,1.0,1.0,0.11619811159690613,1.0,1.0,1.0,0.6317492131653776
19,a1e689b17ca65053,True,1.0,1.0,0.20748403767328358,1.0,1.0,1.0,0.6697850156972015
20,average,True,0.95,1.0,0.22560221113087658,1.0,0.8,1.0,0.6148342546378652
