,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0,3c584e53042d5157,True,1.0,1.0,0.45443935533995516,1.0,1.0,1.0,0.7726830647249813
1,c4884a363f805a18,True,1.0,1.0,0.20162529799601958,1.0,1.0,1.0,0.6673438741650082
2,a6b457a7eb6a5cde,True,1.0,1.0,0.23764242708395236,1.0,0.0,1.0,0.5156843446183135
3,1d7fd5ffc1e3571c,True,1.0,1.0,0.19384788511934398,0.0,1.0,1.0,0.24743661879972664
4,36650ce9087150de,True,1.0,1.0,0.13595658339349337,1.0,1.0,1.0,0.6399819097472889
5,a49be33c358b5cb4,True,1.0,1.0,0.1842283803231101,1.0,1.0,1.0,0.6600951584679625
6,71629f355b5e5b19,True,1.0,1.0,0.4471856131505467,1.0,1.0,1.0,0.7696606721460612
7,7398c63b60075187,True,1.0,1.0,0.09374178021859562,1.0,1.0,1.0,0.6223924084244149
8,44f75400f3a15c14,True,1.0,1.0,0.27752262686138307,1.0,0.0,1.0,0.5323010945255763
9,131ab0263b07507c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10,2b352a08cb3b59ea,True,1.0,1.0,0.15251336124862444,1.0,1.0,1.0,0.6468805671869269
11,622867ce25805447,True,1.0,1.0,0.14834347214059118,1.0,1.0,1.0,0.645143113391913
12,21d65485fa3c55e7,True,1.0,1.0,0.18542093274590932,1.0,1.0,1.0,0.6605920553107956
13,689b619dfd3652c3,True,1.0,1.0,0.175823940387069,1.0,1.0,1.0,0.6565933084946121
14,04f569ff8cb3504d,True,1.0,1.0,0.48968304873553187,1.0,1.0,1.0,0.7873679369731382
15,2b10974c7f7e5444,True,1.0,1.0,0.21295699557861847,1.0,0.0,1.0,0.5053987481577576
16,6012a63b7a3b52c7,True,1.0,1.0,0.22404921818279594,0.0,0.0,1.0,0.09335384090949832
17,82e565141eb55f88,True,1.0,1.0,0.4660972405395155,1.0,1.0,1.0,0.7775405168914649
18,0eb2056214155957,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,70ce3fce14785ae5,True,1.0,1.0,0.5808297681295137,1.0,1.0,1.0,0.8253457367206307
20,c8dd0a6b741e58b0,True,1.0,1.0,0.36183452732867294,1.0,0.0,1.0,0.5674310530536137
21,3ca720caa0ff5082,True,1.0,1.0,0.019055578439664846,1.0,1.0,1.0,0.5912731576831937
22,f9a9b5ee707e501e,True,1.0,1.0,0.2462576028745515,1.0,1.0,1.0,0.6859406678643966
23,c848c9ccc6e55adf,True,1.0,1.0,0.39326792515381764,1.0,1.0,1.0,0.7471949688140906
24,2352a994954555ba,True,0.0,1.0,0.0,1.0,1.0,1.0,0.0
25,b7b0c0f56613553b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,cdf704c535245f57,True,1.0,0.0,0.0,1.0,0.0,1.0,0.0
27,6c81fef5b490580a,True,1.0,1.0,0.2141431668690126,1.0,0.0,0.5,0.5058929861954219
28,48271cdeceb35236,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,49d00c5507175e01,True,1.0,1.0,0.23506350990506986,1.0,0.0,1.0,0.5146097957937791
30,ce3ff067f10b526b,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
31,fd513762a5ea5dd4,True,1.0,1.0,0.12684422124968275,1.0,1.0,1.0,0.6361850921873679
32,80c159e90ae755f3,True,1.0,1.0,0.21776819428220623,1.0,1.0,1.0,0.6740700809509192
33,0a44947ca9e85579,True,1.0,1.0,0.2809937814177346,1.0,1.0,1.0,0.7004140755907228
34,7c62648ff8a25812,True,1.0,1.0,0.24703074656380797,1.0,0.0,1.0,0.5195961444015866
35,3251e54ebe415e5c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
36,4952a782e55057b7,True,1.0,1.0,0.380404946323189,1.0,1.0,1.0,0.7418353943013288
37,442b2cf63c6f570a,True,1.0,1.0,0.17232973110352146,1.0,1.0,1.0,0.6551373879598006
38,67e538558b0b5f93,True,1.0,1.0,0.21933997055393653,1.0,0.0,1.0,0.5080583210641402
39,de83f2c537565ca8,True,1.0,1.0,0.3083233365172344,1.0,1.0,1.0,0.7118013902155144
40,c1686b2e1a4e5149,True,1.0,1.0,0.28981129334192923,1.0,1.0,1.0,0.7040880388924705
41,e1398b3ecf3f520d,True,1.0,1.0,0.33283882888832156,1.0,1.0,1.0,0.7220161787034672
42,85936ccd1b405f4c,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,517530489c455086,True,1.0,1.0,0.29264109353808526,1.0,1.0,1.0,0.7052671223075354
44,918d03455301591b,True,1.0,1.0,0.20535993975759123,1.0,0.0,1.0,0.5022333082323297
45,ee492610c55b5440,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,b8ca1857a0f75fb4,True,1.0,1.0,0.1826963243614684,1.0,1.0,1.0,0.6594568018172785
47,83e895f722575452,True,1.0,1.0,0.16187637212232725,1.0,1.0,1.0,0.6507818217176363
48,ce9f5160229b5755,True,1.0,1.0,0.29024040754533753,1.0,0.0,1.0,0.5376001698105574
49,43458f6eab155322,True,1.0,1.0,0.42024926385750117,1.0,1.0,1.0,0.7584371932739589
50,d37242b32b51586b,True,1.0,1.0,0.21426383899174234,1.0,0.0,1.0,0.5059432662465593
51,09d33cf8b87c5ae3,True,1.0,1.0,0.3176882226276583,1.0,1.0,1.0,0.7157034260948576
52,fc1800501fa157a7,True,1.0,1.0,0.2519807447994702,1.0,0.0,1.0,0.5216586436664459
