index,token,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,pdm_score,valid,log_name,frame_type,start_time,endpoint_x,endpoint_y,start_point_x,start_point_y,two_frame_extended_comfort,weight,score
0,5f53001e7e2d5347,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,True,2021.09.29.19.02.14_veh-28_02911_03005,0,1632945157.7996979,331573.6676197552,4689333.0530617265,331601.721969442,4689330.118968012,1.0,1.0,0.0
1,23d647e77f2d515e,0.0,1.0,1.0,1.0,0.4012560700026619,0.0,1.0,1.0,0.0,True,2021.09.16.14.39.34_veh-42_00297_00935,0,1631804061.69993,587769.7737519777,4475625.008146319,587766.901092656,4475618.719899592,0.0,1.0,0.0
2,48fecfd582935aac,1.0,1.0,1.0,1.0,0.583555746595438,1.0,1.0,1.0,0.8512699094983708,True,2021.05.25.14.26.37_veh-27_04122_04279,0,1621971538.899724,664461.1356014154,3997780.8475382146,664461.2711821597,3997774.142845645,1.0,1.0,0.8698611708110744
3,63ec67c4a58a5e5b,1.0,0.0,0.0,1.0,0.5656904538560459,1.0,0.0,1.0,0.0,True,2021.09.16.17.40.09_veh-45_02539_02745,0,1631816795.89986,587617.6433795418,4475967.432449228,587642.3510978391,4475953.870038709,0.0,1.0,0.0
4,bf00c76f25185b83,1.0,1.0,1.0,1.0,0.4499495846056005,1.0,1.0,1.0,0.660696280216286,True,2021.09.16.14.39.34_veh-42_00297_00935,0,1631803743.200199,587806.2881944486,4475848.344791439,587811.3690942964,4475845.987883533,1.0,1.0,0.8281092451892502
5,b031a0b55ab951f8,1.0,0.0,0.0,1.0,0.6519962709396142,1.0,0.0,1.0,0.0,True,2021.09.16.14.39.34_veh-42_00297_00935,0,1631803788.2002969,587566.0748465154,4475920.724443258,587586.2416428756,4475933.846766666,0.0,1.0,0.0
6,197f2dea642850e7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.05.25.14.16.10_veh-35_01690_02183,0,1621968768.500483,664432.8422115104,3998269.562864888,664432.4468349776,3998283.159416227,1.0,1.0,1.0
7,f289e368449b517b,1.0,0.0,1.0,1.0,0.6191880273243542,1.0,1.0,1.0,0.0,True,2021.08.16.14.23.37_veh-45_00015_00132,0,1629123996.0000648,589084.1689943025,4474643.014089913,589099.5562945455,4474652.382707104,1.0,1.0,0.0
8,9ef1d618435d5e53,1.0,1.0,1.0,1.0,0.31802170897236,1.0,1.0,1.0,0.7564363246329856,True,2021.05.25.17.54.41_veh-35_04111_04288,0,1621983954.400126,664530.279977482,3998961.5950540868,664528.9080766515,3998957.8141137264,0.0,1.0,0.6618817840538624
9,c7a44a2e52bc5e22,1.0,0.0,0.0,1.0,0.5976584483389404,1.0,1.0,1.0,0.0,True,2021.09.16.14.39.34_veh-42_00297_00935,0,1631803653.699924,588381.1802296799,4476004.772443224,588408.901673089,4475997.68834389,0.0,1.0,0.0
10,082ea12d7b2355cb,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,True,2021.06.03.12.02.06_veh-35_00233_00609,0,1622736824.000944,664209.8102083309,3997427.2014263524,664223.1415014409,3997415.6327069984,1.0,1.0,0.0
11,131ab0263b07507c,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,True,2021.09.16.15.47.30_veh-45_01199_01391,0,1631808541.799821,587679.8282104764,4475507.032978158,587665.7316243496,4475511.410046936,0.0,1.0,0.0
12,622867ce25805447,1.0,1.0,1.0,1.0,0.44078865088796815,1.0,1.0,1.0,0.8002816610314172,True,2021.09.16.13.53.10_veh-42_00860_01069,0,1631801376.8998969,587732.5191754441,4475584.341449819,587726.1773957422,4475589.709955371,0.0,1.0,0.70024645340249
13,52b2e626eca85976,1.0,0.0,0.0,1.0,0.7858927653998842,1.0,1.0,1.0,0.0,True,2021.10.06.07.26.10_veh-52_01245_02064,0,1633506530.700068,365562.05607789196,143110.8534459903,365578.21117485734,143081.00890142593,1.0,1.0,0.0
14,bd2b1a4530a1538b,1.0,1.0,1.0,1.0,0.5074974158298131,1.0,1.0,1.0,0.8241062199392191,True,2021.06.03.13.55.17_veh-35_02866_03582,0,1622746497.101438,664688.5330765089,3999281.5328912274,664686.4140672752,3999277.3711911896,1.0,1.0,0.8460929424468167
15,76b708c365e45536,1.0,1.0,1.0,1.0,0.3850224582166366,1.0,1.0,1.0,0.7803651636487988,True,2021.05.25.15.59.03_veh-30_04027_04200,0,1621976892.099305,664269.6541359789,3996285.167963077,664273.2485855508,3996285.2849496137,1.0,1.0,0.8078195181926989
