token,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,pdm_score,valid,log_name,frame_type,start_time,endpoint_x,endpoint_y,start_point_x,start_point_y,two_frame_extended_comfort,score
4d1e72e6a45853c3,1.0,1.0,1.0,1.0,0.3031757432854123,1.0,1.0,1.0,0.7511341940305043,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895282.9998698,664249.9159843681,3997392.980901499,664249.9159843681,3997392.980901499,0.0,0.6572424197766913
59cc5d51c60d5a1d,1.0,1.0,1.0,1.0,0.47135517976221014,1.0,1.0,1.0,0.8111982784865036,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895325.000113,664174.9474708397,3997373.080538295,664174.9474708397,3997373.080538295,0.0,0.7097984936756907
3ffea9df17af502b,1.0,1.0,1.0,1.0,0.3025350995114945,1.0,1.0,0.0,0.6080482498255337,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895252.500234,664424.9369005171,3997376.2849973473,664424.9369005171,3997376.2849973473,,0.6080482498255337
0f206a62842b59b2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737341.501462,664462.2609249852,3998740.366583745,664462.2609249852,3998740.366583745,,1.0
0f3d66a03c5e500b,1.0,1.0,1.0,1.0,0.26159943715024486,1.0,1.0,0.0,0.5934283704108018,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737354.5009,664478.4319752645,3998815.2568066954,664478.4319752645,3998815.2568066954,0.0,0.5192498241094515
627ed4c9950753e9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737388.5003989,664615.1611194472,3999140.852875869,664615.1611194472,3999140.852875869,0.0,0.875
d5cf4595a3435917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737390.000978,664618.037350181,3999146.379730688,664618.037350181,3999146.379730688,0.0,0.875
dc952092ef6a5243,1.0,1.0,1.0,1.0,0.11100741750964914,1.0,1.0,1.0,0.682502649110589,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737398.001019,664621.2955686053,3999152.3975812816,664621.2955686053,3999152.3975812816,1.0,0.7221898179717654
6f2baa8c8c8e5942,1.0,1.0,1.0,1.0,0.4410043702114777,1.0,1.0,1.0,0.6575015607898135,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895320.0003278,664171.6305557954,3997396.483004395,664171.6305557954,3997396.483004395,0.0,0.7003138656910868
76dd2e9ad6f753b8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895087.4997458,664430.0382982983,3998593.38532093,664430.0382982983,3998593.38532093,,1.0
3ec484ccad125e99,1.0,1.0,1.0,1.0,0.255362921677742,1.0,1.0,0.0,0.5912010434563364,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737353.5006728,664476.2414293367,3998805.6956033483,664476.2414293367,3998805.6956033483,0.0,0.5173009130242944
1541f285d1525ca0,1.0,1.0,1.0,1.0,0.35568424782718067,1.0,1.0,0.0,0.6270300885097074,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895333.9994318,664218.6331375409,3997363.339119503,664218.6331375409,3997363.339119503,0.0,0.548651327445994
ce2de8af70e05a57,1.0,1.0,1.0,1.0,0.2950934384464323,1.0,1.0,0.0,0.6053905137308687,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895073.500084,664434.1502228765,3998649.940580542,664434.1502228765,3998649.940580542,0.0,0.5297166995145102
d4849a52aaa55a9f,1.0,1.0,1.0,1.0,0.4520108232875394,1.0,0.0,1.0,0.6614324368884069,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895321.000012,664170.8250757683,3997391.8936597267,664170.8250757683,3997391.8936597267,0.0,0.5787533822773561
d484aff53cd1589f,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895408.9998958,664412.9470665603,3997304.783986237,664412.9470665603,3997304.783986237,,0.0
96a0bbef8c335c3e,1.0,1.0,1.0,1.0,0.36587670979443,1.0,1.0,0.0,0.6306702534980106,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895335.500104,664227.988993763,3997363.5034032864,664227.988993763,3997363.5034032864,0.0,0.5518364718107593
43cc094e7af0518e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737435.001675,664730.3492335778,3999364.3995558284,664730.3492335778,3999364.3995558284,0.0,0.875
662212c87d0d5b09,1.0,1.0,1.0,1.0,0.15083743523177764,1.0,1.0,1.0,0.6967276554399205,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737399.5014858,664621.9525414255,3999153.6368855485,664621.9525414255,3999153.6368855485,0.0,0.6096366985099305
066c0c3f45915cba,1.0,1.0,1.0,1.0,0.5011430183849716,1.0,1.0,0.0,0.6789796494232041,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895333.0000498,664212.8038344302,3997361.718874289,664212.8038344302,3997361.718874289,,0.6789796494232041
71629f355b5e5b19,1.0,1.0,1.0,1.0,0.4471856131505467,1.0,1.0,1.0,0.8025662904109095,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895284.000288,664245.3870471865,3997395.051162838,664245.3870471865,3997395.051162838,0.0,0.7022455041095459
2cc421e9b3fd5c17,1.0,1.0,1.0,1.0,0.3318215842444808,1.0,1.0,0.0,0.6185077086587432,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895254.9996989,664425.358851609,3997357.0939251347,664425.358851609,3997357.0939251347,0.0,0.5411942450764002
ce27f725951058f3,1.0,1.0,1.0,1.0,0.3726037975030072,1.0,1.0,0.0,0.6330727848225026,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895252.999915,664424.9585797597,3997372.0700732917,664424.9585797597,3997372.0700732917,0.0,0.5539386867196898
40508dfbe0f35d8e,1.0,1.0,1.0,1.0,0.21928235773546562,0.0,1.0,0.0,0.22117227061980915,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895414.9996428,664440.9198510316,3997303.4057666985,664440.9198510316,3997303.4057666985,,0.22117227061980915
ccce59bb3b3a5c29,1.0,1.0,1.0,1.0,0.5070413883722231,1.0,1.0,0.0,0.6810862101329368,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895333.499745,664215.6754952425,3997362.631006264,664215.6754952425,3997362.631006264,0.0,0.5959504338663197
4e5e09ac14395d70,1.0,1.0,1.0,1.0,0.2663845824195318,0.0,1.0,0.0,0.23799449372126133,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895249.999976,664426.9933826134,3997400.778302351,664426.9933826134,3997400.778302351,0.0,0.20824518200610367
0df6533b550c58c1,1.0,1.0,1.0,1.0,0.4032016572220056,1.0,1.0,1.0,0.7868577347221449,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895288.000494,664232.3457177397,3997406.5896809306,664232.3457177397,3997406.5896809306,0.0,0.6885005178818768
7bbb6cfc4f135e50,1.0,1.0,1.0,1.0,0.2699045449227189,1.0,1.0,0.0,0.5963944803295425,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737430.5001829,664717.2194877231,3999338.741980844,664717.2194877231,3999338.741980844,,0.5963944803295425
05769097cb6c5b91,1.0,1.0,1.0,1.0,0.21086564499872615,1.0,1.0,0.0,0.5753091589281165,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895416.999862,664454.7146094985,3997310.446270987,664454.7146094985,3997310.446270987,0.0,0.5033955140621019
27209d511a785510,1.0,1.0,1.0,1.0,0.29074298941032906,1.0,1.0,1.0,0.7466939247894032,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895078.5002,664431.4512481379,3998617.4798427722,664431.4512481379,3998617.4798427722,0.0,0.6533571841907279
685e5e9083185108,1.0,1.0,1.0,1.0,0.47932348180077117,1.0,1.0,1.0,0.8140441006431326,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895329.999601,664196.4266190997,3997358.765317393,664196.4266190997,3997358.765317393,0.0,0.712288588062741
23d0ae8aedf8537b,1.0,1.0,1.0,1.0,0.32910312809597764,1.0,1.0,0.0,0.6175368314628492,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737386.001139,664608.6329309888,3999128.197268314,664608.6329309888,3999128.197268314,,0.6175368314628492
2fec62bc2f325559,1.0,1.0,1.0,1.0,0.3439565656802052,1.0,1.0,0.0,0.6228416306000734,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895334.4993238,664221.6918246195,3997363.7175928284,664221.6918246195,3997363.7175928284,0.0,0.5449864267750641
8cafe946e9c752fc,1.0,1.0,1.0,1.0,0.2711885250730949,1.0,1.0,0.0,0.5968530446689624,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737386.500756,664610.0580330389,3999131.011446647,664610.0580330389,3999131.011446647,0.0,0.5222464140853421
c87001c4251e559a,1.0,1.0,1.0,1.0,0.3325452083307345,1.0,1.0,1.0,0.7616232886895481,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895280.999915,664260.2285059167,3997389.376555251,664260.2285059167,3997389.376555251,,0.7616232886895481
3789d42ea83f569d,1.0,1.0,1.0,1.0,0.3738218290339315,1.0,1.0,1.0,0.7763649389406898,True,2021.06.03.12.02.06_veh-35_01100_01227,0,1622737436.001396,664732.0063250504,3999367.568096853,664732.0063250504,3999367.568096853,0.0,0.6793193215731036
137f854539c45fe1,1.0,1.0,1.0,1.0,0.2791525489071947,1.0,1.0,0.0,0.5996973388954266,True,2021.06.28.15.02.02_veh-38_02398_02848,0,1624895342.999786,664285.3464043099,3997347.782166775,664285.3464043099,3997347.782166775,0.0,0.5247351715334984
