,token,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,two_frame_extended_comfort,score
0,4d1e72e6a45853c3,True,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0
1,59cc5d51c60d5a1d,True,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2,3ffea9df17af502b,True,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0
3,0f206a62842b59b2,True,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
4,0f3d66a03c5e500b,True,1.0,0.0,1.0,1.0,0.9453913060862413,1.0,1.0,1.0,1.0,0.0
5,627ed4c9950753e9,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
6,d5cf4595a3435917,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
7,dc952092ef6a5243,True,1.0,1.0,1.0,1.0,0.342056715615296,1.0,1.0,1.0,1.0,0.79439272362978
8,6f2baa8c8c8e5942,True,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
9,76dd2e9ad6f753b8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
10,3ec484ccad125e99,True,1.0,0.0,1.0,1.0,0.923568401969702,1.0,1.0,1.0,1.0,0.0
11,1541f285d1525ca0,True,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
12,ce2de8af70e05a57,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
13,d4849a52aaa55a9f,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
14,d484aff53cd1589f,True,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
15,96a0bbef8c335c3e,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
16,43cc094e7af0518e,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
17,662212c87d0d5b09,True,1.0,1.0,1.0,1.0,0.5081116498475227,1.0,1.0,1.0,1.0,0.8462848905773508
18,066c0c3f45915cba,True,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,,0.0
19,71629f355b5e5b19,True,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
20,2cc421e9b3fd5c17,True,0.5,0.0,0.0,1.0,0.8425024833919191,0.0,1.0,1.0,1.0,0.0
21,ce27f725951058f3,True,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0
22,40508dfbe0f35d8e,True,1.0,0.0,1.0,1.0,0.6778226387771267,1.0,1.0,1.0,,0.0
23,ccce59bb3b3a5c29,True,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
24,4e5e09ac14395d70,True,1.0,0.0,0.0,1.0,0.9689798949055591,1.0,0.0,1.0,1.0,0.0
25,0df6533b550c58c1,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
26,7bbb6cfc4f135e50,True,1.0,1.0,1.0,1.0,0.9934000508169872,1.0,1.0,1.0,,0.9976428752917812
27,05769097cb6c5b91,True,1.0,0.0,0.0,1.0,0.6551395190915315,1.0,1.0,1.0,0.0,0.0
28,27209d511a785510,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,685e5e9083185108,True,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
30,23d0ae8aedf8537b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
31,2fec62bc2f325559,True,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0
32,8cafe946e9c752fc,True,1.0,1.0,1.0,1.0,0.9932423619408424,1.0,1.0,1.0,1.0,0.9978882381065133
33,c87001c4251e559a,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0
34,3789d42ea83f569d,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
35,137f854539c45fe1,True,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
36,82e565141eb55f88,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
37,57730912486a5853,True,1.0,0.0,0.0,1.0,0.676904543914154,1.0,0.0,0.0,0.0,0.0
38,9bfa838de21f5d25,True,1.0,0.0,1.0,1.0,0.6437570683976231,1.0,1.0,1.0,0.0,0.0
39,93e2f4fc13a35269,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
40,b547cd052795562c,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
41,bd4be260be50516f,True,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
42,31602c26eedc5f7e,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
43,5380625bddba59a2,True,1.0,1.0,1.0,1.0,0.026832416215050264,1.0,1.0,1.0,1.0,0.6958851300672032
44,9090d50c08b05715,True,1.0,0.0,0.0,1.0,0.9827128457801807,1.0,1.0,1.0,0.0,0.0
45,77ee60147e0e55b7,True,0.5,0.0,0.0,1.0,0.7023086370230011,0.0,1.0,1.0,1.0,0.0
46,69976d75e3a5521e,True,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0
47,6469176632cf52a0,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
48,ce3ff067f10b526b,True,1.0,0.0,0.0,1.0,0.9742032802649446,1.0,0.0,0.0,0.0,0.0
49,2601ffe0d2a056be,True,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
50,6227e5b0f0d4592e,True,1.0,1.0,1.0,1.0,0.5193835183586739,1.0,1.0,1.0,,0.8283512565566692
51,099ff4835ee45eb6,True,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
52,a1e689b17ca65053,True,1.0,0.0,0.5,1.0,0.5016354815575466,1.0,1.0,1.0,0.0,0.0
53,d2789ec30aaa5d6a,True,1.0,0.0,1.0,1.0,0.9310169968724915,1.0,1.0,1.0,0.0,0.0
54,65729e98f81a526e,True,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
55,b043b68462d7540c,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
56,b27bfe84cc545daa,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
57,105e820419e05224,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
58,03ec8e118cb0541d,True,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0
59,871164a7e40652b5,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
60,0e681d3870795a3a,True,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
61,ee8e4ad158ef5a8d,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
62,385e44b3382350f1,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
63,97ade9e6fa5e5646,True,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
64,a4c23fa815945fe3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
65,a7c6cc3a1840584f,True,1.0,1.0,1.0,1.0,0.47206178904317925,1.0,1.0,1.0,0.0,0.7100193090759935
66,5feede5c5a3c5116,True,0.5,0.0,0.0,1.0,0.6726334065376205,0.0,1.0,1.0,0.0,0.0
67,cc4a4dc2afc75aed,True,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
68,79984c4826f653fd,True,1.0,1.0,1.0,1.0,0.1858106085757494,1.0,0.0,1.0,0.0,0.4955658151799217
69,14769a8e472350cc,True,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,,0.0
70,586c5b66ad8158ee,True,1.0,0.0,0.5,1.0,0.583419894154967,1.0,1.0,1.0,0.0,0.0
71,c49e7550cee75722,True,0.0,1.0,1.0,1.0,0.39645202799325824,1.0,1.0,1.0,0.0,0.0
72,b5efcbfe3c6f5888,True,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6875
73,8569121235665be9,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
74,2bc2525a4ee95ef4,True,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
75,7fc1ce68acb7562c,True,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,0.6428571428571429
76,7602906d3c785da3,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
77,3b185264ec565b67,True,1.0,1.0,1.0,1.0,0.507358784557561,1.0,1.0,1.0,1.0,0.8460496201742378
78,9b3a284d78f458f3,True,1.0,0.0,1.0,1.0,0.9694998585267083,1.0,1.0,1.0,,0.0
79,f3521da962a75e3d,True,0.0,0.0,0.0,1.0,0.9876338339667622,0.0,1.0,1.0,0.0,0.0
80,aecf8e9ea11c5a06,True,1.0,0.0,0.0,1.0,0.9997903028921175,1.0,1.0,1.0,1.0,0.0
81,1db38f4b73ac5b62,True,1.0,1.0,1.0,1.0,0.08938421736360909,1.0,1.0,1.0,1.0,0.7154325679261279
82,29143e2319415eec,True,0.0,1.0,1.0,1.0,0.3404957822196485,1.0,1.0,1.0,0.0,0.0
83,eb6c8a396bb75a89,True,1.0,1.0,1.0,1.0,0.3575773051413885,1.0,1.0,1.0,0.0,0.674242907856684
84,d7ff11915cdf538e,True,1.0,0.0,1.0,1.0,0.9180740678147303,1.0,1.0,1.0,1.0,0.0
85,cab75d9e74eb52a1,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
86,afe269451bc757e1,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
87,18a85f2812b45525,True,1.0,1.0,1.0,1.0,0.08193027002739803,1.0,1.0,1.0,1.0,0.7131032093835619
88,aa2918eb684351bd,True,1.0,1.0,1.0,1.0,0.21313984640885858,1.0,1.0,1.0,1.0,0.7541062020027682
89,1ebfee14fc925d6e,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
90,c07f609f83b85dd6,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
91,2035406a3a6955be,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
92,9e0633fbdeac55bb,True,1.0,0.0,0.0,1.0,0.6730781755693945,1.0,1.0,1.0,0.0,0.0
93,4f7b03242ab05a2d,True,1.0,1.0,1.0,1.0,0.7337980518706719,1.0,1.0,1.0,,0.9049278756680971
94,ab94d64d31ea5435,True,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
95,9bdf0d338d625e2a,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
96,b72042b4093250c8,True,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0
97,3dc6b109b480502f,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
98,c5e8daf69c6552a7,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
99,5d058c203f765173,True,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0
100,bdfdf52ac60755a9,True,0.5,0.0,1.0,1.0,0.9515572035456112,0.0,1.0,1.0,0.0,0.0
101,e52c457d50455d0c,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
102,873a21c038f45eef,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
103,0c54c8dfbe56567f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
104,06bdef9a9bbc5aaf,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
105,ee380d59f0f450c6,True,1.0,0.0,0.5,1.0,0.6392283176908964,1.0,1.0,1.0,0.0,0.0
106,1975d15fde2955ff,True,1.0,1.0,1.0,1.0,0.5053917225814979,1.0,1.0,1.0,,0.8233541866362492
107,713c5a168c2452dc,True,1.0,1.0,1.0,1.0,0.45537392102410834,1.0,1.0,1.0,1.0,0.8298043503200339
108,d792515ce4b257a4,True,1.0,0.0,0.0,1.0,0.6058270213135357,1.0,1.0,1.0,0.0,0.0
109,19cee80b71525f86,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
110,7eff17574e8d53d2,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
111,17ecb960d15d5b5f,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
112,db817c126780531f,True,1.0,1.0,1.0,1.0,0.46244364961919643,1.0,1.0,1.0,1.0,0.8320136405059989
113,5218653349a6502a,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
114,7bacd3cec5df553f,True,0.5,0.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0
115,c2cf2b10f7e953c4,True,1.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,1.0,0.0
116,9164913b818a58b1,True,1.0,0.0,0.0,1.0,0.7853537627697952,1.0,0.0,1.0,0.0,0.0
117,5bd2bc00e2d358e0,True,1.0,1.0,1.0,1.0,0.03593507876591308,1.0,1.0,1.0,,0.6556910995592548
118,0088dd94bbb85394,True,1.0,0.0,0.5,1.0,0.6467886346729118,1.0,1.0,1.0,0.0,0.0
119,ec398c5c12055eed,True,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
120,8a8bf2275db85432,True,1.0,1.0,1.0,1.0,0.5249177674534475,1.0,1.0,1.0,0.0,0.7265368023292024
121,8c2e3aa977d95da5,True,1.0,0.0,1.0,1.0,0.9543325615726824,1.0,1.0,1.0,1.0,0.0
122,efd90f7518445bef,True,0.5,0.0,0.5,1.0,1.0,0.0,1.0,1.0,0.0,0.0
123,9ecb516bac035ce4,True,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
124,26e6818bd14d52a5,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
125,b49e63992eee56b1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
126,e9bb1dab462252e9,True,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.8571428571428571
