,token,valid,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,two_frame_extended_comfort,score
0,4d1e72e6a45853c3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,59cc5d51c60d5a1d,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2,3ffea9df17af502b,True,1.0,1.0,1.0,1.0,0.9201458643268436,1.0,1.0,1.0,,0.9714806658310157
3,0f206a62842b59b2,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
4,0f3d66a03c5e500b,True,1.0,1.0,1.0,1.0,0.9954274764774221,1.0,1.0,1.0,1.0,0.9985710863991943
5,627ed4c9950753e9,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,d5cf4595a3435917,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7,dc952092ef6a5243,True,1.0,1.0,1.0,1.0,0.5733308223573388,1.0,1.0,1.0,1.0,0.8666658819866684
8,6f2baa8c8c8e5942,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9,76dd2e9ad6f753b8,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
10,3ec484ccad125e99,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,1541f285d1525ca0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
12,ce2de8af70e05a57,True,1.0,1.0,1.0,1.0,0.8549114937275417,1.0,1.0,1.0,1.0,0.9546598417898569
13,d4849a52aaa55a9f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,d484aff53cd1589f,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
15,96a0bbef8c335c3e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
16,43cc094e7af0518e,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,662212c87d0d5b09,True,1.0,1.0,1.0,1.0,0.7209759324900988,1.0,1.0,1.0,1.0,0.9128049789031558
18,066c0c3f45915cba,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
19,71629f355b5e5b19,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
20,2cc421e9b3fd5c17,True,1.0,1.0,1.0,1.0,0.9816608188776522,1.0,1.0,1.0,1.0,0.9942690058992663
21,ce27f725951058f3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
22,40508dfbe0f35d8e,True,1.0,1.0,1.0,1.0,0.8138809701725992,1.0,1.0,1.0,,0.9335289179187853
23,ccce59bb3b3a5c29,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,4e5e09ac14395d70,True,1.0,1.0,1.0,1.0,0.8106757812896074,1.0,1.0,1.0,1.0,0.9408361816530023
25,0df6533b550c58c1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,7bbb6cfc4f135e50,True,1.0,1.0,1.0,1.0,0.7750585489102537,1.0,1.0,1.0,,0.9196637674679478
27,05769097cb6c5b91,True,1.0,1.0,1.0,1.0,0.8533272079124311,1.0,1.0,1.0,0.0,0.8291647524726347
28,27209d511a785510,True,1.0,1.0,1.0,1.0,0.7971409610343408,1.0,1.0,1.0,1.0,0.9366065503232315
29,685e5e9083185108,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
30,23d0ae8aedf8537b,True,1.0,1.0,1.0,1.0,0.9685037325699529,1.0,1.0,1.0,,0.9887513330606975
31,2fec62bc2f325559,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.875
32,8cafe946e9c752fc,True,1.0,1.0,1.0,1.0,0.7592842709358686,1.0,1.0,1.0,1.0,0.9247763346674589
33,c87001c4251e559a,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0
34,3789d42ea83f569d,True,1.0,1.0,1.0,1.0,0.6314176428342434,1.0,1.0,1.0,1.0,0.8848180133857011
