ZZMTIME-1787012289ZZ
R|50|18.1356|50|97.189|6.411872863769531
R|100|18.1248|100|66.869|7.594081878662109
R|150|18.1694|150|62.769|4.372097015380859
R|200|17.9628|200|42.903|5.835277557373047
R|250|17.8682|250|91.48|6.165245532989502
R|300|17.8693|300|58.754|4.127203464508057
R|350|17.8998|350|175.876|6.63103723526001
R|400|17.9039|400|51.903|3.6381731033325195
R|450|17.8800|450|168.292|3.99507212638855
R|500|17.7760|500|40.734|1.9801925420761108
R|550|17.7748|550|61.316|2.8797974586486816
R|600|17.7728|600|121.087|2.841939926147461
R|650|17.7114|650|285.985|3.971254587173462
R|700|17.6396|700|200.085|3.2060961723327637
R|750|17.5853|750|27.907|2.481698513031006
R|800|17.5615|800|53.76|5.775035381317139
R|850|17.5321|850|130.499|3.586965799331665
R|900|17.5047|900|80.236|2.636446475982666
R|950|17.4817|950|119.775|2.058056592941284
R|1000|17.4556|1000|161.327|2.3074798583984375
R|1050|17.4417|1050|165.797|2.458867073059082
R|1100|17.4208|1100|268.624|2.700530529022217
R|1150|17.4012|1150|15.12|1.425689697265625
R|1200|17.3899|1200|63.194|1.6082484722137451
R|1250|17.3789|1250|152.582|1.8927147388458252
R|1300|17.3749|1300|68.993|2.4911224842071533
R|1350|17.3673|1350|181.078|2.028956413269043
R|1400|17.3595|1400|73.66|1.805809736251831
R|1450|17.3470|1450|173.849|3.5399317741394043
R|1500|17.3388|1500|173.44|3.1457834243774414
R|1550|17.3436|1550|298.017|3.734884023666382
R|1600|17.3372|1600|185.34|2.512439012527466
R|1650|17.3384|1650|51.261|1.5615348815917969
R|1700|17.3305|1700|181.359|2.1818039417266846
R|1750|17.3213|1750|46.536|1.635388731956482
R|1800|17.3225|1800|85.071|1.4510992765426636
R|1850|17.3172|1850|253.577|2.5738184452056885
R|1900|17.3124|1900|90.587|1.9256260395050049
R|1950|17.3182|1950|130.58|1.894968032836914
R|2000|17.3279|2000|194.37|2.032027244567871
R|2050|17.3379|2050|98.572|1.6156572103500366
R|2100|17.3280|2100|276.508|2.1376256942749023
R|2150|17.3235|2150|304.167|2.2301387786865234
R|2200|17.3138|2200|200.631|1.7214727401733398
R|2250|17.3061|2250|111.722|1.8402855396270752
R|2300|17.3083|2300|98.018|1.4929428100585938
R|2350|17.3039|2350|184.89|1.9572049379348755
R|2400|17.2950|2400|130.941|1.7523531913757324
R|2450|17.2868|2450|42.914|1.2377636432647705
R|2500|17.2820|2500|75.586|1.3716089725494385
R|2550|17.2839|2550|87.907|1.396150827407837
R|2600|17.2847|2600|195.497|1.9927257299423218
R|2650|17.2779|2650|181.938|1.6750566959381104
R|2700|17.2761|2700|55.678|2.0263023376464844
R|2750|17.2775|2750|64.868|1.3564573526382446
R|2800|17.2855|2800|25.255|1.317913293838501
R|2850|17.2857|2850|213.133|1.5810878276824951
R|2900|17.2905|2900|167.217|1.6605969667434692
R|2950|17.2854|2950|1546.238|12.72812271118164
R|3000|17.2816|3000|166.642|9.097532272338867
R|3050|17.2798|3050|632.279|10.085614204406738
R|3100|17.2738|3100|406.856|4.688563346862793
R|3150|17.2718|3150|389.738|7.359939098358154
R|3200|17.2665|3200|716.147|9.359635353088379
R|3250|17.2633|3250|1194.384|10.012635231018066
R|3300|17.2797|3300|270.349|5.5206379890441895
R|3350|17.2872|3350|221.5|4.060975551605225
R|3400|17.2839|3400|715.938|5.697201251983643
R|3450|17.2832|3450|490.85|5.4837327003479
R|3500|17.2882|3500|323.549|4.3695387840271
R|3550|17.2927|3550|283.947|5.30421781539917
R|3600|17.2973|3600|846.289|19.52993392944336
R|3650|17.3017|3650|1125.584|9.35419750213623
R|3700|17.3056|3700|599.438|12.679381370544434
R|3750|17.3110|3750|354075.594|14.355545997619629
R|3800|17.3168|3800|66.402|8.938664436340332
R|3850|17.3236|3850|61.54|6.184144973754883
R|3900|17.3269|3900|104.021|4.2177228927612305
R|3950|17.3331|3950|106.409|4.836069107055664
R|4000|17.3438|4000|86.897|3.8522861003875732
R|4050|17.3533|4050|49.661|2.882483959197998
R|4100|17.3605|4100|111.647|3.2086341381073
R|4150|17.3697|4150|27.913|1.9889615774154663
R|4200|17.3743|4200|99.058|2.5811545848846436
R|4250|17.3709|4250|130.264|2.770062208175659
R|4300|17.3713|4300|233.07|3.9239912033081055
R|4350|17.3696|4350|57.144|2.238722562789917
R|4400|17.3670|4400|199.217|2.316643476486206
R|4450|17.3652|4450|273.692|2.5701985359191895
R|4500|17.3642|4500|311.262|2.884953498840332
R|4550|17.3696|4550|569.002|2.4867630004882812
R|4600|17.3718|4600|361.963|2.288112163543701
R|4650|17.3700|4650|154.845|3.7831711769104004
R|4700|17.3677|4700|144.876|3.322450876235962
R|4750|17.3661|4750|372.073|3.119227170944214
R|4800|17.3664|4800|205.527|2.7520041465759277
R|4850|17.3637|4850|174.156|3.366295576095581
R|4900|17.3601|4900|511.764|2.579423189163208
R|4950|17.3591|4950|195.174|2.044062376022339
R|5000|17.3597|5000|438.771|1.8478813171386719
R|5050|17.3607|5050|242.717|2.6572513580322266
R|5100|17.3593|5100|420.693|3.0902903079986572
R|5150|17.3583|5150|908.165|7.192660808563232
R|5200|17.3537|5200|483.455|2.4617440700531006
R|5250|17.3505|5250|344.46|2.4019930362701416
R|5300|17.3516|5300|680.076|2.7134294509887695
R|5350|17.3498|5350|935.588|4.882114410400391
R|5400|17.3491|5400|575.856|3.6260390281677246
R|5450|17.3468|5450|830.805|2.335926055908203
R|5500|17.3447|5500|703.446|3.748138904571533
R|5550|17.3466|5550|133.274|2.486884355545044
R|5600|17.3442|5600|348.507|2.3066720962524414
R|5650|17.3423|5650|1208.199|3.2753005027770996
R|5700|17.3412|5700|734.123|4.472516059875488
R|5750|17.3423|5750|736.25|2.9355924129486084
R|5800|17.3467|5800|318.586|1.6936240196228027
R|5850|17.3474|5850|559.55|3.6070685386657715
R|5900|17.3488|5900|596.097|2.2128467559814453
R|5950|17.3494|5950|412.228|1.944579005241394
R|6000|17.3494|6000|916.512|3.4174623489379883
R|6050|17.3522|6050|374.276|2.031482458114624
R|6100|17.3615|6100|833.611|3.5730020999908447
R|6150|17.3905|6150|540.562|2.3790745735168457
R|6200|17.4121|6200|723.223|2.872204303741455
R|6250|17.4385|6250|515.168|2.145029306411743
R|6300|17.4604|6300|562.62|3.2959277629852295
R|6300|27.5893|50|488.755|2.434094190597534
R|6350|27.3999|100|594.45|2.125436782836914
R|6400|27.3167|150|717.448|2.1362195014953613
R|6450|27.2796|200|239.33|2.2261528968811035
R|6500|27.2610|250|974.042|3.815640687942505
R|6550|27.2495|300|939.808|2.9977920055389404
R|6600|27.2235|350|569.87|3.003483772277832
R|6650|27.2076|400|603.523|2.1366946697235107
R|6700|27.1996|450|466.795|3.775536060333252
R|6750|27.1963|500|259.602|3.931419610977173
R|6800|27.1936|550|161.359|2.822733163833618
R|6850|27.1863|600|706.147|2.881338119506836
R|6900|27.1816|650|182.529|2.4767396450042725
R|6950|27.1689|700|344.367|2.983921527862549
R|7000|27.1535|750|386.043|2.7320995330810547
R|7050|27.1466|800|63.554|1.634617567062378
R|7100|27.1323|850|282.239|1.912577509880066
R|7150|27.1235|900|258.951|4.11541748046875
R|7200|27.1192|950|285.956|4.2456793785095215
R|7250|27.0984|1000|438.927|3.5295941829681396
R|7300|27.0636|1050|509.519|3.065706968307495
R|7350|27.0276|1100|189.769|2.0854620933532715
R|7400|27.0001|1150|569.37|2.97222900390625
R|7450|26.9707|1200|336.264|2.752224922180176
R|7500|26.9447|1250|869.558|3.102602243423462
R|7550|26.9247|1300|204.944|2.848843574523926
R|7600|26.9034|1350|240.472|1.832120656967163
