[2026-09-19 22:39:07,127][navsim.planning.script.builders.worker_pool_builder][INFO] - Building WorkerPool...
[2026-09-19 22:39:07,130][nuplan.planning.utils.multithreading.worker_pool][INFO] - Worker: SingleMachineParallelExecutor
[2026-09-19 22:39:07,130][nuplan.planning.utils.multithreading.worker_pool][INFO] - Number of nodes: 1
Number of CPUs per node: 1
Number of GPUs per node: 0
Number of threads across all nodes: 1
[2026-09-19 22:39:07,131][navsim.planning.script.builders.worker_pool_builder][INFO] - Building WorkerPool...DONE!
[2026-09-19 22:39:44,588][navsim.planning.script.run_pdm_score][INFO] - Starting pdm scoring of 5912 scenarios...
[2026-09-19 23:47:44,770][navsim.planning.script.run_pdm_score][WARNING] - ----------- Failed to calculate pseudo closed-loop weights or comfort:
[2026-09-20 09:11:00,646][navsim.planning.script.builders.worker_pool_builder][INFO] - Building WorkerPool...
[2026-09-20 09:11:00,648][nuplan.planning.utils.multithreading.worker_pool][INFO] - Worker: Sequential
[2026-09-20 09:11:00,648][nuplan.planning.utils.multithreading.worker_pool][INFO] - Number of nodes: 1
Number of CPUs per node: 1
Number of GPUs per node: 0
Number of threads across all nodes: 1
[2026-09-20 09:11:00,648][navsim.planning.script.builders.worker_pool_builder][INFO] - Building WorkerPool...DONE!
[2026-09-20 09:11:37,162][navsim.planning.script.run_pdm_score][INFO] - Starting pdm scoring of 5912 scenarios...
[2026-09-20 09:11:37,167][navsim.planning.script.run_pdm_score][INFO] - Starting worker in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:10,236][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 1 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:12,038][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 2 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:13,606][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 3 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:24,976][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 4 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:25,305][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 5 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:26,290][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 6 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:26,669][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 7 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:33,341][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 8 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:33,942][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 9 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:39,500][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 10 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:40,533][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 11 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:41,350][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 12 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:45,080][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 13 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
[2026-09-20 09:12:46,882][navsim.planning.script.run_pdm_score][INFO] - Processing stage one reactive scenario 14 / 450 in thread_id=858c69e4-25c5-4db3-a2fa-4d8cd33d13ff, node_id=0
