/home/nvidia/epcache_prefix	24396457120	episode-cache prefix of the parity corpus, 41 d untouched; the canonical cyl cache stays in data/
/home/nvidia/nurec_scenes	8361923686	NuRec sample scenes, 42 d
/home/nvidia/ckpt_snaps	7406440064	v6F fp16 snapshots, 23-28 d
/home/nvidia/experiments/v6F-SW-30k	7057482880	finished v6F run, 23 d
/home/nvidia/backup/v1arch-v2bal	6604573120	v1arch-v2bal backup, 42 d (the small refav1-ship-20260902 code snapshot beside it stays)
/home/nvidia/valdata	5999072623	val raw + small cyl copy, 41 d (thor_phase.sh, 22 d old, reads it); canonical val cache stays in data/
/home/nvidia/trt_c2	5152817291	TensorRT engines, 42 d
/home/nvidia/models/flagship-v1-speedjerk	3308560551	checkpoint, 42 d (also on HF)
/home/nvidia/models/v5f	3248559873	checkpoint, 42 d
/home/nvidia/models/flagship-v4.2b	3243119083	checkpoint, 42 d
/home/nvidia/models/rollout-recovery	3159631598	checkpoint, 43 d (pull_weights.sh, 43 d old, downloads it)
/home/nvidia/models/refc-xl	3024039665	checkpoint, 43 d
/home/nvidia/nurec_work	2947390219	NuRec work dir, 42 d
/home/nvidia/trt	2774130276	TensorRT engines, 43 d (regenerable from ONNX)
/home/nvidia/alpasim	1591185248	AlpaSim local files, 42 d
/home/nvidia/trt_d1	1560585373	TensorRT engines, 42 d
/home/nvidia/trt_b1	1431119427	TensorRT engines, 42 d
/home/nvidia/trt_deploy	1391691651	TensorRT engines, 42 d
/home/nvidia/models/refc-base	1250859972	checkpoint, 43 d
/home/nvidia/trt_b1b	1212675960	TensorRT engines, 42 d
/home/nvidia/trt_c2b	996672522	TensorRT engines, 42 d
/home/nvidia/sam3map/4fbd97b6a4b7_v3raw	812372496	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7	786380857	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v2	757458624	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/v20_4fbd97b6a4b7_v2	757458624	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v61	746180045	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v61z	746103277	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v61r	745425564	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v6zraw	732416105	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v6rraw	731622996	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v6rraw	728284894	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v6zraw	728108548	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v6szraw	726976941	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v6szraw	722388245	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v61	717851280	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v6z	717481919	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v6	717376829	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v61r	716720951	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v6r	716627672	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v61z	716607237	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v6	707938087	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v6sz	707322365	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v6z	706861651	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v6r	706830667	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v61sz	706591581	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v6sz	705274409	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v61sz	704508391	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/trt_c5	698368448	TensorRT engines, 42 d
/home/nvidia/rq_out	647032407	42 d
/home/nvidia/sam3map/4fbd97b6a4b7_v61n	631257850	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v6nraw	628685521	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v6n	613243676	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/4fbd97b6a4b7_v2_stale_killed	595923426	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v3raw	593840360	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b	584411668	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v6nraw	576475011	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v3	573981499	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v61n	561884512	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v6n	553980395	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/73495082f98b_v2	548450213	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/v20_73495082f98b_v2	547718523	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/models/refc-base-e1b-clsft	527079439	checkpoint, 43 d
/home/nvidia/sam3map/73495082f98b_v31raw	417734382	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/part_4fbd97b6a4b7_v61	325785641	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/INVALID20_4fbd97b6a4b7_v61r	162757880	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/INVALID20_4fbd97b6a4b7_v6rraw	155942018	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/INVALID20_4fbd97b6a4b7_v6r	153307216	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj_v65e5_73495082f98b	131445274	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj2_v65e6nb_73495082f98b	130767576	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj2_v65d0_73495082f98b	130737843	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj_v65d_73495082f98b	130410159	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj2_v65rs2_73495082f98b	130205121	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj2_v65zr_73495082f98b	130178530	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj2_v65r_73495082f98b	130174391	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render5_73495082f98b_v61n	128899706	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render5_73495082f98b_v65ca	128024936	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render5_73495082f98b_v61z	127687133	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render5_73495082f98b_v61r	127664288	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render5_73495082f98b_v61	127598340	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj_v65c_73495082f98b	127582449	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render5_73495082f98b_v65a	127295971	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render5_73495082f98b_v65ba	127119474	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render5_73495082f98b_v65sa	127106998	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render_73495082f98b_v6	123374381	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj2_v65d0_4fbd97b6a4b7	110733463	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj2_v65e6nb_4fbd97b6a4b7	110728630	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj_v65d_4fbd97b6a4b7	110708426	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj2_v65rs2_4fbd97b6a4b7	110274526	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj2_v65zr_4fbd97b6a4b7	110259943	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/reproj2_v65r_4fbd97b6a4b7	110246480	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render_f63e215a546a_v5	110176119	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
/home/nvidia/sam3map/render5_4fbd97b6a4b7_v65ca	107546069	superseded SAM3-map iteration / intermediate (results banked in the repo; regenerable from native7 + code)
