,token,valid,no_at_fault_collisions,drivable_area_compliance,ego_progress,time_to_collision_within_bound,comfort,driving_direction_compliance,score
0,447e7b334e165460,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,02379e524f105926,True,1.0,1.0,1.0,0.0,1.0,1.0,0.5833333333333334
2,23d647e77f2d515e,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3,014369205e025f0c,True,0.0,1.0,0.0,0.0,1.0,1.0,0.0
4,0371700bf65b51e0,True,1.0,1.0,1.0,0.0,1.0,0.5,0.5833333333333334
5,c801a9f6c4e05919,True,0.0,1.0,0.0,0.0,1.0,0.0,0.0
6,b3509fd31f495cfb,True,1.0,1.0,0.7644827150244402,0.0,1.0,0.0,0.48520113126018344
7,01fc240ee1d25c9e,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8,dc482250cdb35c9e,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0
9,a55fdc98ef8057e5,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
10,086e4501de295946,True,1.0,0.0,0.0,1.0,1.0,1.0,0.0
11,a9c368a110585b1a,True,0.0,0.0,0.0,0.0,1.0,0.5,0.0
12,c766d336f81858c5,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
13,03d1885be4355a79,True,1.0,0.0,0.0,1.0,1.0,0.5,0.0
14,94cabec7888a5bb3,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0
15,c87001c4251e559a,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0
16,52b2e626eca85976,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0
17,59baf497f88254c8,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0
18,015ef5e7f5a55db8,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
19,806b0f2b2ade5454,True,1.0,1.0,1.0,1.0,1.0,0.0,1.0
20,16dbc607f5f75479,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,8ba3e54303a352c8,True,1.0,0.0,0.0,1.0,1.0,0.0,0.0
22,030c27139f7d57a4,True,0.5,0.0,0.0,0.0,1.0,0.0,0.0
23,00ff8eeb53cc598b,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
24,15ae8f60881b52ae,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,93ff1c769e6f5507,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
26,216b31d31f085114,True,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,025b657634505df3,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,9bc3ee11944a5bef,True,1.0,1.0,1.0,1.0,1.0,0.5,1.0
