clip,file,w,t,v0,curved,w_pointwise_ep,r_pointwise_ep,true_wheelbase_m,L_enc_exact,w_window,dyaw_pose_win,lat_ol_off,lon_ol_off,lat_ha_off,lon_ha_off,lat_ol_on,lon_ol_on,lat_ha_on,lon_ha_on,lat_ha0,lon_ha0,lat_ol_on_trueWB,lon_ol_on_trueWB,lat_ol_on_fitPW,lon_ol_on_fitPW
01be5919-6e61-45ba-a193-5f447efb4b51,ep000.npz,0,3,10.27579116821289,1,3.077429564352769,0.9995648496386329,2.73000001907349,2.899999986093444,3.7183120825443265,0.03548418707214296,0.32098016296513376,0.03725049495697021,0.028896959545090795,0.16991140842437744,0.023675656504929067,0.052868437767028806,0.07747512073256076,0.1717141389846802,0.13332761810161173,0.7719794511795044,0.033432526607066394,0.052597975730895995,0.014641551207751036,0.05310542583465576
01be5919-6e61-45ba-a193-5f447efb4b51,ep000.npz,1,13,8.38466739654541,0,3.077429564352769,0.9995648496386329,2.73000001907349,2.899999986093444,,0.012942496687173843,0.1324015467427671,0.02974238395690918,0.13520102202892303,0.05406577587127685,0.025649759662337603,0.02757129669189453,0.026615599635988474,0.051927733421325686,0.030571826547384263,0.19268910884857177,0.029149189800955357,0.027608275413513184,0.022409713524393738,0.027538609504699708
01be5919-6e61-45ba-a193-5f447efb4b51,ep000.npz,2,23,7.991096019744873,0,3.077429564352769,0.9995648496386329,2.73000001907349,2.899999986093444,,0.0019530951976776123,0.1583202530629933,0.057933914661407473,0.1730005863122642,0.08589421510696411,0.040276700723916294,0.055608856678009036,0.04534659367054701,0.08270496129989624,0.022159510850906373,0.038691723346710206,0.04414618480950594,0.0556489109992981,0.03669402161613107,0.05557328462600708
01be5919-6e61-45ba-a193-5f447efb4b51,ep000.npz,3,33,7.924529075622559,0,3.077429564352769,0.9995648496386329,2.73000001907349,2.899999986093444,,-0.005690954625606537,0.04075394977699034,0.04748815298080444,0.03161384562117746,0.026266157627105713,0.032249589123239275,0.04747153520584106,0.029097822427138452,0.026264965534210205,0.027773599326610564,0.024257957935333252,0.032528314131195654,0.047472012042999265,0.03199152554880129,0.047471153736114505
01be5919-6e61-45ba-a193-5f447efb4b51,ep000.npz,4,43,7.728107929229736,1,3.077429564352769,0.9995648496386329,2.73000001907349,2.899999986093444,2.618133727329789,-0.09949475526809692,0.06834753182483837,0.014335525035858155,0.124042219563853,0.1553289294242859,0.06065584305906668,0.009750163555145264,0.12011050006112782,0.15533207654953002,0.1180411733686924,0.2187996745109558,0.057084033387945966,0.009733617305755615,0.06396312952856534,0.009764230251312256
01be5919-6e61-45ba-a193-5f447efb4b51,ep000.npz,5,53,6.751489162445068,1,3.077429564352769,0.9995648496386329,2.73000001907349,2.899999986093444,3.0405979899504443,-0.6236385628581047,1.4085783675312995,0.9162952184677124,0.29715507850050926,0.06837482452392578,0.11525164693593978,0.07107691764831543,0.6200847696512938,0.28715076446533205,1.1176293924450875,0.8413770437240601,0.055394191294908524,0.052052640914916994,0.17105743363499643,0.08772051334381104
01be5919-6e61-45ba-a193-5f447efb4b51,ep000.npz,6,63,5.3519287109375,1,3.077429564352769,0.9995648496386329,2.73000001907349,2.899999986093444,3.1722241046278215,-0.4921518564224243,1.7012171402573586,1.2972935080528258,1.42737585157156,1.7156399369239808,0.06120914444327354,0.07929114103317261,0.14869120493531227,0.5513472437858582,1.2356691837310791,0.0679172396659851,0.0511089064180851,0.10281072854995728,0.12655139714479446,0.05872114896774292
060531e1-9935-482e-8c25-2abf37bdc41b,ep001.npz,0,3,1.9116045236587524,0,,,3.16499996185303,2.9000000077871757,,0.0012008466583210977,0.0006406959473679308,0.005441793799400329,0.0005096374516142532,0.49548754990100863,0.00044991063350607874,0.005441722273826599,0.0002489330718162819,0.4954874306917191,0.00034949726104969157,0.10723435580730438,0.000441503209003713,0.005441722273826599,,
060531e1-9935-482e-8c25-2abf37bdc41b,ep001.npz,1,13,1.7816860675811768,0,,,3.16499996185303,2.9000000077871757,,-0.005358570604585111,0.00421422303043073,0.013063400983810425,0.0008841614646371454,0.0033802568912506105,0.0005415528281446314,0.013039308786392211,0.0022101244489022066,0.00337865948677063,0.0029290261911228297,0.010483622550964355,0.0007414512667310192,0.013038796186447144,,
060531e1-9935-482e-8c25-2abf37bdc41b,ep001.npz,2,23,1.7849035263061523,0,,,3.16499996185303,2.9000000077871757,,-0.004850139608606697,0.004897812736453488,0.0066080927848815914,0.006662710552336648,0.026293718814849855,0.0014819720527157187,0.006574654579162597,0.0008710029534995556,0.026341205835342406,0.004796666512265802,0.01625531315803528,0.001759505046356935,0.006573832035064698,,
060531e1-9935-482e-8c25-2abf37bdc41b,ep001.npz,3,33,1.5936005115509033,0,,,3.16499996185303,2.9000000077871757,,0.0023178379051387306,0.0007631368775037117,0.022014692425727844,0.0005395579115429428,0.1702127128839493,0.0004411181562318234,0.022013452649116517,0.0008740899974327476,0.1702125459909439,0.0010501595214009285,0.042737486958503726,0.0004921121690131258,0.022013452649116517,,
060531e1-9935-482e-8c25-2abf37bdc41b,ep001.npz,4,43,2.1034908294677734,0,,,3.16499996185303,2.9000000077871757,,0.0007431628182530403,0.005025444104103371,0.18664221465587616,0.017741303134243935,0.38216974437236784,0.0007197869912488386,0.18663139641284943,0.004831156620639376,0.38206963837146757,0.0033388910349458458,1.1522931665182115,0.0008548161131329834,0.18663113415241242,,
060531e1-9935-482e-8c25-2abf37bdc41b,ep001.npz,5,53,4.866489887237549,0,,,3.16499996185303,2.9000000077871757,,-0.0034165694378316402,0.011777952325064688,0.1735607922077179,0.016646583355031906,0.08058488965034485,0.0015306621236959473,0.1735178768634796,0.0013392934808507562,0.08060463070869446,0.008424816140905022,0.9614636123180389,0.002107897281530313,0.17351706624031066,,
060531e1-9935-482e-8c25-2abf37bdc41b,ep001.npz,6,63,6.76932430267334,0,,,3.16499996185303,2.9000000077871757,,-0.006626098416745663,0.037890256056562065,0.045971012115478514,0.01189051978290081,0.128599214553833,0.00390623431885615,0.045621299743652345,0.01310824552201666,0.12872734069824218,0.0257857121527195,0.04538440704345703,0.005738155881408602,0.04561352729797363,,
0fa2b231-435e-4700-9138-30f333dc5d6e,ep002.npz,0,3,13.287513732910156,1,2.808673827727351,0.6680433241830612,3.16499996185303,2.8999999897374087,2.742285283457008,0.03049529157578945,0.19696983518078923,0.1103442907333374,0.07626938223838806,0.4022355318069458,0.0092380300629884,0.10492970943450927,0.05049381367862225,0.4003215074539185,0.11712648514658212,0.11507823467254638,0.018030160712078212,0.10481250286102295,0.005859094206243753,0.10497715473175048
